id,nom,prenom,civilite,adresse,ville,zipcode,num_tel,email,regime,date_naiss,date_effect,conjointbirthdate,nbrenfants,source,birthdatechild1,birthdatechild2,birthdatechild3,birthdatechild4,birthdatechild5,dcr,soin_medical,hospitalisation,optique,dentaire
7245,Dubois,Olivier,M,185 Rue des Fleurs,Créteil,94000,0764180806,olivierdubois58@yahoo.fr,Régime général,16/08/1998,07/08/2025,,2,web,18/03/2024,21/03/2023,,,,02/08/2025 00:00:00,MOYEN,ECO,MOYEN,ELEVE
7246,Rousseau,Pascal,M,111 Rue République,Toulouse,31000,0730562798,pascalrousseau@yahoo.fr,Régime général,01/12/1983,29/09/2024,24/07/1979,3,web,25/11/2003,05/12/2005,10/11/2016,,,06/07/2024 00:00:00,MOYEN,ELEVE,ELEVE,MAXI
7247,David,Thierry,M,11 Rue République,Toulon,83000,0635157873,thierry.david62@gmail.com,Régime agricole,09/07/1995,11/10/2024,,3,web,02/03/2015,01/10/2020,09/02/2024,,,09/08/2024 00:00:00,ELEVE,MOYEN,ECO,ECO
7248,Rousseau,Christine,Mme,144 Rue des Fleurs,Saint-Étienne,42000,0664158618,christine.rousseau87@free.fr,Régime général,22/09/1985,21/02/2024,26/09/1981,1,MH-80,03/09/2017,,,,,17/12/2023 00:00:00,ELEVE,MAXI,MAXI,MAXI
7249,Morin,Bruno,M,89 Rue des Fleurs,Toulouse,31000,0727183278,bruno_morin71@free.fr,Alsace-Moselle,05/12/1990,10/08/2023,,3,web,18/11/2020,11/05/2018,18/10/2008,,,27/06/2023 00:00:00,ELEVE,MAXI,MAXI,MAXI
7250,Lopez,Laetitia,M,6 Rue Victor Hugo,Saint-Denis,93200,0696564187,laetitia_lopez@laposte.net,Régime général,13/08/1989,19/05/2019,12/09/1986,2,MH80,23/09/2015,14/09/2008,,,,04/04/2019 00:00:00,MAXI,MOYEN,ELEVE,MAXI
7251,André,Patrick,Mme,131 Rue Nationale,Rennes,35000,0755381139,patrick.andre@gmail.com,Régime TNS,10/12/1944,25/04/2022,,0,web,,,,,,15/02/2022 00:00:00,ELEVE,ELEVE,MAXI,MOYEN
7252,Michel,Sébastien,M,186 Rue de la Paix,Saint-Denis,93200,0747422848,sebastien_michel13@free.fr,Régime agricole,06/06/1964,11/10/2020,20/09/1968,0,web,,,,,,12/08/2020 00:00:00,ELEVE,MAXI,ELEVE,MAXI
7253,Lefebvre,Stéphane,Mme,171 Rue des Fleurs,Montreuil,93100,0736452550,stephane.lefebvre@free.fr,Régime TNS,26/07/1970,25/12/2023,03/08/1972,0,web,,,,,,18/12/2023 00:00:00,MAXI,MOYEN,MOYEN,MAXI
7254,Bonnet,Bernard,M,166 Rue République,Rennes,35000,0793418635,bernard_bonnet82@sfr.fr,Régime TNS,11/08/1986,31/08/2022,,2,web,07/04/2014,07/05/2013,,,,21/07/2022 00:00:00,ELEVE,MOYEN,MOYEN,ELEVE
7255,Lefebvre,Christian,M,114 Rue des Fleurs,Boulogne-Billancourt,92100,0790882272,christianlefebvre@hotmail.fr,Régime général,24/05/1975,10/03/2023,07/07/1978,4,web,15/05/2014,07/01/1998,14/07/2006,14/10/2003,,01/03/2023 00:00:00,MOYEN,MAXI,ELEVE,ELEVE
7256,Bertrand,Thomas,M,154 Rue de la Paix,Lyon,69001,0615866032,thomasbertrand@laposte.net,Régime général,02/12/2001,01/05/2022,,1,web,07/07/2019,,,,,24/02/2022 00:00:00,ECO,ECO,ECO,MOYEN
7257,Dumont,Jacqueline,Mme,95 Rue République,Reims,51100,0675375794,jacqueline_dumont55@hotmail.fr,Régime général,24/06/1973,01/11/2021,,2,web,20/12/2020,04/09/2002,,,,17/10/2021 00:00:00,MOYEN,MOYEN,MOYEN,MOYEN
7258,Simon,Olivier,Mme,67 Rue des Fleurs,Créteil,94000,0680450193,olivier_simon@gmail.com,Régime général,02/03/1982,28/11/2021,26/05/1983,4,MH50-Eric,04/04/2004,09/08/2020,11/08/2016,10/05/2019,,30/08/2021 00:00:00,MAXI,ELEVE,ELEVE,ELEVE
7259,Richard,Christine,Mme,40 Rue des Fleurs,Argenteuil,95100,0658794452,christinerichard@sfr.fr,Régime agricole,01/10/1940,26/10/2019,,1,web,02/10/1995,,,,,29/08/2019 00:00:00,MOYEN,MOYEN,MAXI,ELEVE
7260,Mercier,Christophe,M,57 Rue Victor Hugo,Argenteuil,95100,0773646776,christophe.mercier44@hotmail.fr,Régime général,09/06/1952,26/04/2020,21/03/1955,3,web,06/10/1997,01/04/2018,27/10/2020,,,11/04/2020 00:00:00,ELEVE,ELEVE,MAXI,ELEVE
7261,David,Eric,Mme,104 Rue Nationale,Nîmes,30000,0601124679,eric.david23@free.fr,Régime général,22/01/1950,30/05/2020,23/02/1945,1,web,13/06/2011,,,,,25/03/2020 00:00:00,ELEVE,MAXI,MAXI,ELEVE
7262,Michel,Marc,M,16 Rue Nationale,Saint-Denis,93200,0660328760,marc.michel38@orange.fr,Régime TNS,22/07/1945,17/09/2025,14/01/1945,0,web,,,,,,01/08/2025 00:00:00,ELEVE,ECO,ELEVE,ELEVE
7263,Garcia,François,Mme,71 Rue de la Paix,Argenteuil,95100,0640874439,françois_garcia36@hotmail.fr,Régime agricole,28/10/1990,23/03/2021,,1,web,27/04/2010,,,,,06/02/2021 00:00:00,ELEVE,MOYEN,ECO,ELEVE
7264,Simon,Martine,Mme,23 Rue Victor Hugo,Boulogne-Billancourt,92100,0697964846,martinesimon@gmail.com,Régime général,21/12/1997,08/12/2025,,2,web,09/09/2018,04/08/2025,,,,10/09/2025 00:00:00,ELEVE,ELEVE,ELEVE,ELEVE
7265,Leroy,Bruno,M,179 Rue Nationale,Toulouse,31000,0746685739,bruno_leroy69@orange.fr,Régime général,04/09/1969,02/07/2020,18/10/1965,3,web,11/01/2020,02/09/2000,11/01/1996,,,29/05/2020 00:00:00,ELEVE,ELEVE,ECO,ELEVE
7266,Bonnet,Marc,M,189 Rue de la Paix,Grenoble,38000,0656688686,marc_bonnet@orange.fr,Alsace-Moselle,13/10/1939,24/06/2019,,1,Celibataire_45_Eric,07/02/2004,,,,,28/05/2019 00:00:00,MAXI,MOYEN,ELEVE,ELEVE
7267,Lefebvre,Vincent,Mme,19 Rue Nationale,Le Havre,76600,0678814103,vincent_lefebvre83@sfr.fr,Régime général,22/10/1969,31/05/2023,05/01/1974,0,web,,,,,,03/03/2023 00:00:00,MOYEN,MAXI,MOYEN,MOYEN
7268,Rousseau,Audrey,M,58 Rue Victor Hugo,Toulon,83000,0723734635,audreyrousseau@laposte.net,Alsace-Moselle,26/03/1951,19/11/2020,01/08/1950,0,web,,,,,,22/10/2020 00:00:00,ECO,ELEVE,ELEVE,ELEVE
7269,Clement,Vincent,M,102 Rue République,Montreuil,93100,0779609010,vincent_clement59@hotmail.fr,Régime général,22/05/1957,24/08/2020,,2,web,06/08/1997,09/12/2014,,,,09/08/2020 00:00:00,MOYEN,MAXI,MOYEN,MAXI
7270,François,François,Mme,34 Rue de la Paix,Versailles,78000,0691606326,françoisfrançois@yahoo.fr,Régime général,05/02/1980,21/07/2021,02/07/1984,3,DR,14/07/2007,02/10/2004,23/08/2020,,,18/07/2021 00:00:00,ELEVE,ELEVE,ELEVE,ELEVE
7271,Morin,Thomas,M,47 Rue de la Paix,Argenteuil,95100,0769215106,thomasmorin@free.fr,Régime général,12/01/1971,15/09/2019,,0,PROGES,,,,,,09/09/2019 00:00:00,MOYEN,MAXI,MOYEN,MAXI
7272,Morel,Thierry,M,92 Rue des Fleurs,Reims,51100,0732659138,thierrymorel@free.fr,Régime général,11/03/1955,05/12/2021,,1,Celibataire_178_Vital,23/06/2013,,,,,27/10/2021 00:00:00,MAXI,ELEVE,MAXI,MOYEN
7273,Moreau,Patrick,Mme,30 Rue de la Paix,Saint-Étienne,42000,0631021614,patrickmoreau@laposte.net,Hors sécu,23/01/1966,19/08/2020,23/07/1965,0,web,,,,,,02/07/2020 00:00:00,ECO,ELEVE,MOYEN,MOYEN
7274,Garcia,Bernard,M,16 Rue République,Reims,51100,0657804976,bernard.garcia@gmail.com,Régime général,04/05/1949,15/03/2024,12/06/1950,1,web,08/07/2002,,,,,10/01/2024 00:00:00,ELEVE,MAXI,MAXI,MAXI
7275,Richard,Olivier,M,129 Rue Nationale,Lille,59000,0772527530,olivier_richard@sfr.fr,Régime général,22/09/1985,26/12/2021,20/08/1986,0,Celibataire_178_Vital,,,,,,13/11/2021 00:00:00,MOYEN,MAXI,ELEVE,MAXI
7276,Dubois,Jean,Mme,128 Rue République,Lyon,69001,0758961014,jean.dubois55@yahoo.fr,Régime général,24/05/1939,20/09/2019,,0,MH-30M,,,,,,24/06/2019 00:00:00,MAXI,ELEVE,MOYEN,MAXI
7277,André,Pierre,M,55 Rue République,Versailles,78000,0763446869,pierre_andre@gmail.com,Régime général,07/08/1940,21/10/2019,,1,web,17/02/2005,,,,,01/10/2019 00:00:00,MAXI,ELEVE,MAXI,ELEVE
7278,Roussel,Patrick,M,179 Rue de la Paix,Versailles,78000,0773626774,patrick.roussel@orange.fr,Régime général,24/10/1977,09/10/2020,25/01/1979,2,web,17/05/2006,16/02/2004,,,,18/07/2020 00:00:00,MOYEN,MOYEN,MOYEN,ECO
7279,Fontaine,Marie,M,4 Rue République,Nîmes,30000,0674004043,marie_fontaine12@hotmail.fr,Régime général,10/05/1999,19/03/2020,25/09/2002,0,web,,,,,,05/03/2020 00:00:00,MOYEN,MAXI,MOYEN,MOYEN
7280,Bernard,Sophie,Mme,104 Rue Nationale,Nantes,44000,0688344416,sophie.bernard15@hotmail.fr,Régime général,11/04/1949,20/06/2021,20/03/1951,0,web,,,,,,13/04/2021 00:00:00,ELEVE,ELEVE,MAXI,MAXI
7281,Bonnet,Valérie,M,125 Rue Nationale,Grenoble,38000,0739412942,valerie.bonnet@sfr.fr,Régime général,15/10/1985,28/01/2025,,3,zra-sept,02/10/2005,24/08/2016,08/08/2015,,,13/12/2024 00:00:00,ECO,ELEVE,MOYEN,ELEVE
7282,Bonnet,Sophie,Mme,129 Rue Nationale,Villeurbanne,69100,0761110947,sophie_bonnet@laposte.net,Alsace-Moselle,26/04/1990,01/05/2021,,1,PROGES,01/12/2008,,,,,06/04/2021 00:00:00,ECO,ELEVE,MAXI,ECO
7283,Lefevre,Sophie,Mme,1 Rue République,Nîmes,30000,0620974935,sophie_lefevre22@sfr.fr,Régime TNS,11/02/1948,07/08/2022,,0,web,,,,,,19/07/2022 00:00:00,MAXI,ELEVE,MAXI,MAXI
7284,Bonnet,Pascal,M,168 Rue Victor Hugo,Grenoble,38000,0730868933,pascal_bonnet@gmail.com,Régime général,16/02/1989,28/03/2023,18/02/1993,0,web,,,,,,05/01/2023 00:00:00,ECO,MOYEN,ELEVE,MAXI
7285,Henry,Nicolas,Mme,23 Rue Victor Hugo,Angers,49000,0712625950,nicolashenry@laposte.net,Régime général,13/11/1970,23/04/2024,17/06/1970,2,MH-60S,22/09/2018,01/03/2023,,,,01/03/2024 00:00:00,ELEVE,MOYEN,ELEVE,MAXI
7286,Moreau,Valérie,M,60 Rue des Fleurs,Toulon,83000,0787238146,valerie_moreau@yahoo.fr,Régime CFE,08/01/1995,30/11/2024,02/03/1991,1,web,02/12/2018,,,,,04/11/2024 00:00:00,ELEVE,MOYEN,ECO,ELEVE
7287,Laurent,David,Mme,87 Rue Victor Hugo,Nantes,44000,0760697154,david_laurent13@gmail.com,Régime général,22/06/1996,11/02/2019,11/12/1998,0,web,,,,,,08/02/2019 00:00:00,MAXI,MOYEN,ELEVE,ELEVE
7288,Legrand,Véronique,M,15 Rue Nationale,Nantes,44000,0671284937,veronique.legrand@free.fr,Régime agricole,22/01/1969,15/03/2019,,0,MH-32MC,,,,,,08/02/2019 00:00:00,ECO,MAXI,MAXI,MAXI
7289,Lefebvre,Valérie,M,40 Rue des Fleurs,Argenteuil,95100,0680604498,valerielefebvre45@hotmail.fr,Régime CFE,08/04/1952,04/01/2024,19/04/1949,0,web,,,,,,15/11/2023 00:00:00,ELEVE,MOYEN,ELEVE,MAXI
7290,Thomas,Olivier,Mme,5 Rue Nationale,Reims,51100,0638771010,olivier_thomas@gmail.com,Régime TNS,09/05/1993,18/02/2023,,2,web,17/10/2014,04/01/2018,,,,27/12/2022 00:00:00,MAXI,MOYEN,ECO,ELEVE
7291,Martinez,Thierry,M,144 Rue République,Nice,06000,0650795961,thierry.martinez@orange.fr,Régime général,19/04/1984,29/11/2020,02/06/1980,1,fb-mutuelle-senior-mars-1,16/01/2005,,,,,26/09/2020 00:00:00,ELEVE,MAXI,ELEVE,ECO
7292,Thomas,Isabelle,Mme,97 Rue de la Paix,Saint-Étienne,42000,0709383994,isabelle_thomas@gmail.com,Régime agricole,10/05/1980,17/06/2021,16/08/1979,0,web,,,,,,02/06/2021 00:00:00,ELEVE,MOYEN,ELEVE,MOYEN
7293,Girard,Thomas,M,65 Rue Nationale,Paris,75001,0743548038,thomas.girard86@laposte.net,Alsace-Moselle,20/09/1969,02/07/2019,18/08/1972,0,web,,,,,,25/04/2019 00:00:00,ELEVE,MAXI,ELEVE,MOYEN
7294,Garcia,Thomas,Mme,36 Rue Nationale,Rennes,35000,0627177842,thomasgarcia@orange.fr,Régime agricole,16/05/1954,03/07/2020,,2,web,28/06/2012,27/11/2012,,,,04/04/2020 00:00:00,MAXI,MAXI,MAXI,ELEVE
7295,Michel,Sophie,Mme,111 Rue Victor Hugo,Bordeaux,33000,0693850294,sophiemichel@yahoo.fr,Régime général,11/07/1976,22/05/2023,,4,ORANGE_01_09,27/02/2001,04/06/2003,28/12/1999,21/11/2010,,06/05/2023 00:00:00,MOYEN,ELEVE,MAXI,MOYEN
7296,Henry,Céline,Mme,32 Rue République,Montreuil,93100,0624456808,celine.henry@hotmail.fr,Régime général,08/06/1973,24/04/2019,16/11/1978,1,MH-30M,14/02/2018,,,,,13/04/2019 00:00:00,ECO,ELEVE,ELEVE,MOYEN
7297,Gauthier,Vincent,M,47 Rue de la Paix,Montreuil,93100,0608045273,vincent_gauthier45@yahoo.fr,Régime général,23/08/1991,16/02/2025,21/01/1996,1,web,26/04/2015,,,,,02/01/2025 00:00:00,ELEVE,MAXI,ELEVE,ECO
7298,Henry,Vincent,Mme,66 Rue des Fleurs,Nice,06000,0753852247,vincent.henry@laposte.net,Régime agricole,01/10/1986,26/07/2020,,2,web,28/08/2012,19/03/2005,,,,03/07/2020 00:00:00,ELEVE,MAXI,ELEVE,MAXI
7299,Gauthier,Christophe,M,123 Rue des Fleurs,Villeurbanne,69100,0699449841,christophe_gauthier37@orange.fr,Régime général,11/01/1962,29/04/2025,,1,web,20/07/2011,,,,,17/02/2025 00:00:00,MAXI,ELEVE,ELEVE,ECO
7300,Roux,Corinne,Mme,7 Rue République,Nantes,44000,0722924819,corinneroux73@sfr.fr,Régime agricole,14/02/1947,18/11/2019,16/10/1951,2,web,23/02/2002,12/12/1995,,,,15/11/2019 00:00:00,MAXI,MOYEN,ELEVE,ELEVE
7301,Lefebvre,Karine,Mme,59 Rue Nationale,Versailles,78000,0771741571,karine_lefebvre@free.fr,Régime général,21/03/1967,16/07/2020,24/01/1972,1,web,18/08/2016,,,,,05/05/2020 00:00:00,MOYEN,ECO,MAXI,ECO
7302,Perrin,Brigitte,Mme,137 Rue République,Nîmes,30000,0791572829,brigitte_perrin6@orange.fr,Régime général,19/07/1982,05/09/2023,16/12/1987,1,web,24/01/2022,,,,,05/09/2023 00:00:00,ELEVE,MOYEN,MOYEN,ECO
7303,Durand,Annie,Mme,167 Rue de la Paix,Marseille,13001,0755875947,annie.durand@sfr.fr,Régime général,17/12/1981,01/08/2023,,0,MH-80,,,,,,27/07/2023 00:00:00,ECO,ELEVE,ELEVE,MOYEN
7304,Robert,Chantal,M,27 Rue des Fleurs,Nîmes,30000,0651437231,chantal_robert@yahoo.fr,Régime général,16/06/1991,13/10/2019,12/10/1991,2,MH-30M,03/01/2010,02/09/2018,,,,07/08/2019 00:00:00,MAXI,MOYEN,MOYEN,ELEVE
7305,Richard,Isabelle,Mme,131 Rue des Fleurs,Saint-Denis,93200,0678202715,isabelle_richard@laposte.net,Régime général,16/09/1956,15/02/2024,,0,Celibataire_178_Vital,,,,,,20/11/2023 00:00:00,ELEVE,ELEVE,MOYEN,MOYEN
7306,Bonnet,Pierre,Mme,97 Rue République,Strasbourg,67000,0641051917,pierrebonnet@orange.fr,Régime TNS,22/11/2004,07/06/2024,,0,ORANGE_01_09,,,,,,05/05/2024 00:00:00,ELEVE,ECO,ELEVE,MAXI
7307,Bernard,Philippe,M,192 Rue des Fleurs,Grenoble,38000,0757084087,philippe.bernard80@sfr.fr,Régime général,25/11/1953,27/06/2024,,3,web,05/05/2012,06/10/2003,25/07/2013,,,20/04/2024 00:00:00,ELEVE,ECO,MAXI,MAXI
7308,Roussel,Caroline,M,112 Rue de la Paix,Lyon,69001,0794058131,caroline_roussel@gmail.com,Régime général,17/09/1978,14/11/2021,,2,MH-30M,18/09/2005,18/03/1997,,,,23/09/2021 00:00:00,ELEVE,MOYEN,MAXI,ELEVE
7309,Rousseau,Brigitte,Mme,8 Rue République,Le Havre,76600,0783458225,brigitterousseau@free.fr,Régime général,26/01/1973,11/04/2023,21/03/1973,2,fb-compagne-2023,22/02/2010,28/06/2001,,,,11/04/2023 00:00:00,ELEVE,ELEVE,MAXI,MAXI
7310,Bertrand,Annie,Mme,97 Rue République,Boulogne-Billancourt,92100,0673085745,annie_bertrand@yahoo.fr,Régime général,09/09/1999,04/09/2025,,1,couple30_54_Vital,15/08/2023,,,,,02/09/2025 00:00:00,MAXI,ECO,MOYEN,ELEVE
7311,Mathieu,Caroline,M,187 Rue des Fleurs,Montpellier,34000,0723246205,caroline.mathieu@sfr.fr,Régime général,24/12/1965,14/10/2023,08/10/1967,0,web,,,,,,17/07/2023 00:00:00,MAXI,ECO,MAXI,MAXI
7312,Blanc,Isabelle,Mme,190 Rue Nationale,Paris,75001,0741729370,isabelleblanc@sfr.fr,Régime général,27/03/1959,21/06/2023,18/03/1962,2,web,24/02/2019,15/07/2020,,,,24/04/2023 00:00:00,ELEVE,MAXI,ELEVE,MOYEN
7313,Clement,Brigitte,M,124 Rue Nationale,Marseille,13001,0733998295,brigitteclement4@hotmail.fr,Régime général,16/08/1982,26/07/2023,10/02/1985,1,couple30_54_Eric,11/01/2010,,,,,14/05/2023 00:00:00,ELEVE,ELEVE,ECO,MAXI
7314,Dupont,Céline,Mme,175 Rue République,Bordeaux,33000,0651916248,celine_dupont@sfr.fr,Régime agricole,15/12/1993,22/04/2021,,1,web,06/07/2021,,,,,07/03/2021 00:00:00,ELEVE,MOYEN,ECO,MOYEN
7315,Fontaine,Céline,Mme,34 Rue de la Paix,Toulon,83000,0701600345,celine_fontaine@gmail.com,Régime général,28/01/1987,24/09/2019,,0,web,,,,,,09/09/2019 00:00:00,MOYEN,MOYEN,MOYEN,ELEVE
7316,Perrin,Pascal,Mme,131 Rue de la Paix,Montreuil,93100,0608549888,pascal.perrin46@laposte.net,Régime général,10/07/1978,19/06/2020,15/06/1981,0,web,,,,,,13/06/2020 00:00:00,MOYEN,ELEVE,MOYEN,MAXI
7317,Moreau,Chantal,Mme,1 Rue République,Nantes,44000,0759349333,chantal.moreau91@gmail.com,Régime général,04/04/1991,12/04/2025,,3,web,25/11/2022,16/11/2009,10/02/2024,,,18/01/2025 00:00:00,ELEVE,ELEVE,MOYEN,MOYEN
7318,Garnier,Bernard,Mme,45 Rue des Fleurs,Rennes,35000,0718633281,bernardgarnier@gmail.com,Régime général,28/08/1964,17/06/2019,14/05/1967,0,zra-sept,,,,,,05/06/2019 00:00:00,MAXI,ELEVE,MOYEN,ECO
7319,Bernard,Thierry,M,117 Rue République,Marseille,13001,0674585234,thierry.bernard@free.fr,Régime général,18/06/1962,28/06/2021,,0,web,,,,,,22/04/2021 00:00:00,MOYEN,MAXI,ELEVE,MAXI
7320,Bernard,Monique,Mme,122 Rue de la Paix,Paris,75001,0719121646,monique_bernard@yahoo.fr,Régime général,17/11/1974,31/07/2019,,2,DR,17/05/2001,14/05/2001,,,,13/06/2019 00:00:00,MOYEN,ELEVE,ECO,ECO
7321,Fournier,Jean,Mme,68 Rue Victor Hugo,Montreuil,93100,0660326723,jeanfournier@laposte.net,Régime général,04/09/2003,23/12/2024,,0,web,,,,,,17/11/2024 00:00:00,MOYEN,ELEVE,MOYEN,MOYEN
7322,Bertrand,Bruno,M,166 Rue Victor Hugo,Nîmes,30000,0725939775,brunobertrand@sfr.fr,Régime général,12/02/1962,31/05/2024,08/07/1959,2,ERIC,07/06/2001,05/10/2004,,,,12/04/2024 00:00:00,MAXI,MAXI,ELEVE,ELEVE
7323,Garcia,Gérard,M,49 Rue de la Paix,Villeurbanne,69100,0780133737,gerard.garcia@laposte.net,Régime général,01/06/1995,28/11/2024,,2,web,17/12/2024,17/10/2013,,,,11/11/2024 00:00:00,MOYEN,ELEVE,MOYEN,ELEVE
7324,Petit,Julie,Mme,68 Rue de la Paix,Le Havre,76600,0677348058,julie_petit@orange.fr,Régime général,25/03/1945,09/07/2021,,0,web,,,,,,28/04/2021 00:00:00,MOYEN,MOYEN,MOYEN,MOYEN
7325,Vincent,Philippe,M,19 Rue de la Paix,Saint-Denis,93200,0651855549,philippe.vincent@orange.fr,Hors sécu,16/05/2001,22/01/2025,,0,zra-sept,,,,,,05/12/2024 00:00:00,MAXI,MAXI,ELEVE,MOYEN
7326,David,Vincent,M,28 Rue des Fleurs,Grenoble,38000,0688282212,vincentdavid@yahoo.fr,Régime général,27/10/1996,29/03/2025,18/11/1991,3,couple30_54_Eric,22/02/2024,07/06/2019,25/05/2020,,,02/03/2025 00:00:00,ELEVE,ELEVE,MAXI,ELEVE
7327,Lefevre,Pascal,M,164 Rue République,Bordeaux,33000,0682025135,pascal.lefevre54@yahoo.fr,Régime général,21/05/1979,30/08/2020,07/10/1984,2,MH2,17/01/2005,21/11/2011,,,,08/07/2020 00:00:00,ELEVE,MOYEN,ELEVE,ELEVE
7328,Durand,Nicolas,Mme,64 Rue Nationale,Paris,75001,0643930525,nicolasdurand@gmail.com,Régime général,08/09/1957,04/10/2024,09/09/1956,0,web,,,,,,07/07/2024 00:00:00,MAXI,ELEVE,ELEVE,MAXI
7329,Bernard,Thierry,Mme,70 Rue Victor Hugo,Marseille,13001,0798897888,thierry_bernard59@gmail.com,Régime général,11/09/2003,05/05/2021,,0,couple30_54_Vital,,,,,,02/05/2021 00:00:00,ELEVE,MOYEN,MAXI,ELEVE
7330,Guerin,Marc,Mme,95 Rue des Fleurs,Strasbourg,67000,0672775561,marc_guerin24@gmail.com,Régime général,15/05/1954,21/06/2024,,2,web,06/09/2010,25/03/1999,,,,06/06/2024 00:00:00,MAXI,ELEVE,MOYEN,MOYEN
7331,Mercier,Marc,M,191 Rue Nationale,Le Havre,76600,0717243180,marcmercier@yahoo.fr,Régime général,16/08/2002,15/01/2025,,0,web,,,,,,27/10/2024 00:00:00,ELEVE,MOYEN,MOYEN,ELEVE
7332,Bertrand,Valérie,M,9 Rue Victor Hugo,Toulon,83000,0663439884,valerie_bertrand@free.fr,Régime général,22/08/1946,17/12/2024,,0,web,,,,,,29/10/2024 00:00:00,ECO,ELEVE,MAXI,MOYEN
7333,Lefebvre,Karine,Mme,6 Rue de la Paix,Angers,49000,0608355523,karine_lefebvre@orange.fr,Régime général,13/03/1974,04/12/2023,19/06/1976,2,web,14/07/2006,14/02/2016,,,,26/11/2023 00:00:00,MOYEN,MAXI,MOYEN,MOYEN
7334,Garcia,Christian,M,2 Rue de la Paix,Argenteuil,95100,0745724374,christian_garcia66@sfr.fr,Régime général,07/04/1946,02/11/2021,01/10/1944,2,web,23/09/2007,02/05/2015,,,,12/10/2021 00:00:00,MOYEN,MAXI,MOYEN,MAXI
7335,Leroy,Jacqueline,Mme,125 Rue des Fleurs,Paris,75001,0739033231,jacqueline_leroy@gmail.com,Régime général,08/10/2002,02/04/2021,22/06/2001,0,Celibataire_45_Eric,,,,,,02/04/2021 00:00:00,ELEVE,MOYEN,ELEVE,MOYEN
7336,Nicolas,Sandrine,M,25 Rue de la Paix,Villeurbanne,69100,0701130916,sandrine.nicolas@orange.fr,Régime général,02/11/1963,17/01/2020,20/05/1963,1,web,16/10/2008,,,,,15/11/2019 00:00:00,MAXI,ELEVE,MOYEN,ELEVE
7337,François,Julie,M,6 Rue de la Paix,Grenoble,38000,0640834467,julie.françois@free.fr,Régime général,27/11/1964,05/09/2021,09/08/1965,2,web,26/10/2009,11/03/2006,,,,01/08/2021 00:00:00,MAXI,MAXI,MAXI,MOYEN
7338,Richard,Marie,Mme,50 Rue de la Paix,Grenoble,38000,0695653367,marie.richard42@free.fr,Régime général,17/10/2003,06/12/2021,,0,fb-compagne-2023,,,,,,07/09/2021 00:00:00,ECO,MOYEN,ECO,MOYEN
7339,Rousseau,Chantal,M,65 Rue de la Paix,Saint-Denis,93200,0620452071,chantal_rousseau@laposte.net,Régime TNS,24/08/1953,01/09/2025,11/12/1958,0,fb-mutuelle-senior-mars-1,,,,,,03/07/2025 00:00:00,MAXI,MOYEN,ELEVE,MAXI
7340,André,Karine,M,46 Rue des Fleurs,Boulogne-Billancourt,92100,0727980724,karine.andre@laposte.net,Régime général,20/04/1985,13/05/2024,22/10/1980,0,web,,,,,,01/04/2024 00:00:00,MAXI,MOYEN,ECO,ELEVE
7341,Leroy,Karine,Mme,150 Rue de la Paix,Rennes,35000,0625488591,karine_leroy14@sfr.fr,Régime général,09/11/1977,05/06/2024,,1,web,15/12/2002,,,,,14/03/2024 00:00:00,ELEVE,MOYEN,ELEVE,MAXI
7342,Durand,Laetitia,M,159 Rue République,Angers,49000,0779016819,laetitiadurand67@hotmail.fr,Régime TNS,18/09/1977,11/04/2023,,4,MH50-Eric,22/08/2020,05/02/2013,22/09/1999,22/08/2013,,27/03/2023 00:00:00,ELEVE,MOYEN,ELEVE,MOYEN
7343,Morel,Patrick,Mme,109 Rue de la Paix,Nantes,44000,0786528292,patrick.morel@yahoo.fr,Alsace-Moselle,10/05/1953,16/06/2019,06/06/1954,0,zra-sept,,,,,,03/06/2019 00:00:00,ELEVE,MAXI,MAXI,ELEVE
7344,Morel,Sylvie,M,83 Rue République,Paris,75001,0784235381,sylviemorel@gmail.com,Régime général,01/04/1958,13/06/2021,,1,MH80,17/02/2003,,,,,23/04/2021 00:00:00,MOYEN,MAXI,MAXI,MAXI
7345,Roussel,Nicole,Mme,57 Rue Victor Hugo,Villeurbanne,69100,0783632670,nicole.roussel59@yahoo.fr,Régime général,05/05/1971,15/03/2020,,3,fb-compagne-2023,19/10/2013,23/04/2014,08/03/2001,,,25/02/2020 00:00:00,ELEVE,MOYEN,ECO,ELEVE
7346,Henry,Sébastien,M,98 Rue de la Paix,Marseille,13001,0735187028,sebastien.henry50@hotmail.fr,Régime agricole,22/05/1978,07/01/2025,,3,MH1,12/08/2008,19/07/2018,12/08/2006,,,30/12/2024 00:00:00,MOYEN,ELEVE,ELEVE,ELEVE
7347,André,Caroline,Mme,168 Rue Victor Hugo,Le Havre,76600,0695845906,caroline_andre@gmail.com,Régime général,05/08/2003,12/06/2024,,0,web,,,,,,11/06/2024 00:00:00,ELEVE,ELEVE,ELEVE,MOYEN
7348,Faure,Eric,Mme,26 Rue Nationale,Le Havre,76600,0742593544,ericfaure33@yahoo.fr,Régime général,25/03/1967,19/04/2022,,2,MH-32MC,05/04/2006,15/05/2016,,,,18/04/2022 00:00:00,MOYEN,ELEVE,MAXI,ECO
