id,last_name,first_name,title,address,city,zip_code,phone_number,email,social_security_regime,birth_date,effective_date,spouse_birth_date,num_children,source,child1_birth_date,child2_birth_date,child3_birth_date,child4_birth_date,child5_birth_date,submission_date,medical_care,hospitalization,optical,dental,age_at_submission,current_age,spouse_age_at_submission,spouse_current_age,child1_age_at_submission,child1_current_age,child2_age_at_submission,child2_current_age,child3_age_at_submission,child3_current_age,child4_age_at_submission,child4_current_age,child5_age_at_submission,child5_current_age,spouse_age_diff,child_age_diff,days_to_effective,social_security_regime_encoded,regime_score,source_score,zip_score,coverage_score,children_score,age_score,email_quality,phone_quality,contact_quality_score,priority_score,days_since_submission,freshness_multiplier,adjusted_score
2695,Muller,Jacqueline,M,88 Rue Nationale,Boulogne-Billancourt,92100,0601995261,jacqueline_muller@laposte.net,Régime général,1993-06-22,2025-01-31,1994-11-09,0,web,2020-09-24,,,,,,3,1,2,3,-999,32,-999,31,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,1,9,0,0.0,0.5,1.0,1.5,12.0,,,
8531,Nicolas,Jacqueline,M,193 Rue République,Paris,75001,0768049497,jacqueline_nicolas@free.fr,Régime agricole,1959-01-11,2021-12-01,,2,web,2007-03-21,2016-02-11,,,,2021-04-11,4,2,3,2,62,66,-999,-999,14,18,5,9,-999,-999,-999,-999,-999,-999,,48,234,4,0.5,0,1,11,2,1.0,0.5,1.0,1.5,16.0,1693.0,0.2,3.2
3028,Perrin,Jacqueline,Mme,166 Rue de la Paix,Paris,75001,0738801531,jacqueline_perrin47@gmail.com,Régime général,1976-12-03,2021-11-11,,0,web,1998-08-12,2021-01-07,2005-02-26,,,,2,3,4,2,-999,49,-999,-999,-999,27,-999,4,-999,20,-999,-999,-999,-999,,0,0,1,0.5,0,1,11,0,0.0,0.5,1.0,1.5,14.0,,,
14023,Petit,Jacqueline,M,17 Rue Victor Hugo,Rennes,35000,0696563676,jacqueline_petit@orange.fr,Régime général,1945-04-24,2022-09-05,1943-11-28,0,fb-compagne-2023,,,,,,,2,3,2,2,-999,80,-999,82,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,9,0,0.0,0.5,1.0,1.5,13.0,,,
4571,Petit,Jacqueline,M,159 Rue République,Lyon,69001,0679627046,jacqueline_petit@sfr.fr,Régime général,1971-03-21,2020-02-02,1971-07-06,0,web,2001-03-25,2017-03-05,,,,,2,3,3,4,-999,54,-999,54,-999,24,-999,8,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,
11981,Richard,Jacqueline,M,51 Rue des Fleurs,Argenteuil,95100,0606267731,jacqueline_richard@orange.fr,Régime général,1944-06-09,2024-04-09,,0,web,,,,,,2024-09-02,4,2,4,3,80,81,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,1,12,0,1.5,0.5,1.0,1.5,16.5,453.0,0.2,3.3
3787,Robert,Jacqueline,M,195 Rue République,Villeurbanne,69100,0765248826,jacqueline_robert28@yahoo.fr,Régime général,1969-02-02,2020-07-29,,0,MH1,,,,,,2020-10-05,1,3,2,2,51,56,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,8,0,1.0,0.5,1.0,1.5,13.0,1881.0,0.2,2.6
5767,Robert,Jacqueline,Mme,83 Rue des Fleurs,Nice,06000,0760735389,jacqueline_robert@free.fr,Hors sécu,1979-12-08,2024-01-10,,0,couple30_54_Eric,2010-01-10,,,,,,3,3,3,3,-999,46,-999,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,5,0.8,1,0,12,0,0.0,0.5,1.0,1.5,16.3,,,
518,Rousseau,Jacqueline,Mme,148 Rue République,Argenteuil,95100,0696003562,jacqueline_rousseau87@hotmail.fr,Régime général,1963-12-27,2025-08-19,,0,web,,,,,,,2,4,2,2,-999,61,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,1,10,0,0.0,0.5,1.0,1.5,13.0,,,
7151,Roussel,Jacqueline,Mme,171 Rue Nationale,Bordeaux,33000,0625412205,jacqueline_roussel10@laposte.net,Régime général,1988-12-20,2019-09-09,,1,web,2008-09-24,,,,,2019-10-08,4,3,3,2,30,36,-999,-999,11,17,-999,-999,-999,-999,-999,-999,-999,-999,,19,0,1,0.5,0,0,12,1,0.0,0.5,1.0,1.5,16.0,2244.0,0.2,3.2
11350,Roussel,Jacqueline,Mme,189 Rue de la Paix,Montpellier,34000,0716396754,jacqueline_roussel@free.fr,Régime général,1947-01-10,2021-11-05,1951-07-11,0,web,,,,,,,4,3,2,4,-999,78,-999,74,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,
9220,Simon,Jacqueline,Mme,12 Rue Nationale,Paris,75001,0703572067,jacqueline_simon52@free.fr,Régime TNS,1966-06-02,2022-01-18,1967-10-12,0,web,2006-05-19,,,,,,2,2,3,3,-999,59,-999,58,-999,19,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,3,1.0,0,1,10,0,0.0,0.5,1.0,1.5,13.5,,,
3888,Simon,Jacqueline,Mme,165 Rue de la Paix,Strasbourg,67000,0798611172,jacqueline_simon@hotmail.fr,Régime général,1943-07-13,2023-08-11,1947-08-13,0,web,2021-05-16,2023-03-28,,,,,3,4,2,4,-999,82,-999,78,-999,4,-999,2,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,
142,Thomas,Jacqueline,M,175 Rue de la Paix,Reims,51100,0657972798,jacqueline_thomas34@orange.fr,Régime général,1958-04-09,2021-11-17,1956-09-13,0,MH2,,,,,,,4,4,2,3,-999,67,-999,69,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,12,0,0.0,0.5,1.0,1.5,16.0,,,
9057,Vincent,Jacqueline,Mme,192 Rue République,Saint-Étienne,42000,0667108910,jacqueline_vincent60@laposte.net,Régime général,1995-02-17,2025-06-15,1999-02-27,2,web,2024-03-21,2020-07-25,,,,2025-11-06,4,4,2,3,30,30,26,26,1,1,5,5,-999,-999,-999,-999,-999,-999,4.0,25,0,1,0.5,0,0,12,2,0.0,0.5,1.0,1.5,18.0,23.0,0.6815856661938479,12.27
11353,Vincent,Jacqueline,Mme,10 Rue des Fleurs,Villeurbanne,69100,0744710648,jacqueline_vincent@yahoo.fr,Régime général,1980-11-19,2019-02-22,,0,web,2010-06-27,,,,,,2,2,2,1,-999,45,-999,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,7,0,0.0,0.5,1.0,1.5,10.0,,,
14745,André,Jacqueline,Mme,54 Rue Nationale,Strasbourg,67000,0755117612,jacquelineandre@gmail.com,Régime général,1992-02-03,2019-09-20,1996-03-27,0,web,2014-04-14,,,,,,3,2,4,2,-999,33,-999,29,-999,11,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,11,0,0.0,0.5,1.0,1.5,14.0,,,
15901,André,Jacqueline,Mme,40 Rue des Fleurs,Dijon,21000,0613037448,jacquelineandre@yahoo.fr,Régime agricole,1950-01-15,2022-05-25,,0,web,,,,,,,2,4,4,2,-999,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,4,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,
1152,Bernard,Jacqueline,M,195 Rue de la Paix,Strasbourg,67000,0706794907,jacquelinebernard@free.fr,Régime général,1963-07-04,2019-06-21,1961-06-20,0,web,,,,,,2019-01-06,3,2,4,2,55,62,57,64,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.0,0,166,1,0.5,0,0,11,0,1.0,0.5,1.0,1.5,15.0,2519.0,0.2,3.0
8452,Bernard,Jacqueline,M,145 Rue de la Paix,Saint-Étienne,42000,0798886270,jacquelinebernard@gmail.com,Régime agricole,1995-01-05,2020-05-06,,0,web,,,,,,2020-11-03,4,2,2,2,25,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,4,0.5,0,0,10,0,0.0,0.5,1.0,1.5,13.0,1852.0,0.2,2.6
15303,Bertrand,Jacqueline,Mme,40 Rue des Fleurs,Saint-Denis,93200,0643629789,jacquelinebertrand33@yahoo.fr,Régime général,1969-05-22,2024-05-28,,0,web,,,,,,,2,3,2,4,-999,56,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,1,11,0,0.0,0.5,1.0,1.5,14.0,,,
10717,Blanc,Jacqueline,Mme,156 Rue République,Grenoble,38000,0623532803,jacquelineblanc@free.fr,Régime général,1950-09-25,2025-11-01,1946-09-07,0,web,,,,,,,3,3,4,2,-999,75,-999,79,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,
14100,Blanc,Jacqueline,M,149 Rue République,Marseille,13001,0684778974,jacquelineblanc@orange.fr,Régime TNS,1994-04-16,2021-03-06,1995-11-07,0,web,,,,,,2021-07-01,4,3,2,4,27,31,25,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.0,0,0,3,1.0,0,0,12,0,0.0,0.5,1.0,1.5,16.5,1612.0,0.2,3.3
8321,Blanc,Jacqueline,Mme,143 Rue de la Paix,Dijon,21000,0607115275,jacquelineblanc@yahoo.fr,Régime général,1984-08-12,2021-03-23,,0,web,2008-10-26,2016-08-20,2012-03-12,,,,3,2,1,3,-999,41,-999,-999,-999,17,-999,9,-999,13,-999,-999,-999,-999,,0,0,1,0.5,0,0,9,0,0.0,0.5,1.0,1.5,12.0,,,
1291,Bonnet,Jacqueline,M,159 Rue de la Paix,Angers,49000,0681301494,jacquelinebonnet68@gmail.com,Alsace-Moselle,1979-02-06,2023-11-12,1980-03-04,1,web,1999-02-05,,,,,2023-07-11,4,2,3,1,44,46,43,45,24,26,-999,-999,-999,-999,-999,-999,-999,-999,1.0,20,124,2,0.0,0,0,10,1,0.5,0.5,1.0,1.5,14.0,872.0,0.2,2.8
15709,Bonnet,Jacqueline,Mme,94 Rue de la Paix,Rennes,35000,0729371016,jacquelinebonnet@yahoo.fr,Régime général,1985-12-15,2020-09-20,1983-05-07,1,web,2007-04-22,,,,,2020-02-09,2,4,3,3,34,39,36,42,12,18,-999,-999,-999,-999,-999,-999,-999,-999,2.0,22,224,1,0.5,0,0,12,1,0.0,0.5,1.0,1.5,16.0,2120.0,0.2,3.2
13317,Clement,Jacqueline,Mme,147 Rue de la Paix,Lille,59000,0757635276,jacquelineclement@orange.fr,Régime général,1985-06-03,2025-03-24,,0,ERIC,2019-02-27,2013-05-12,,,,,3,3,3,2,-999,40,-999,-999,-999,6,-999,12,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,11,0,0.0,0.5,1.0,1.5,15.0,,,
10508,Clement,Jacqueline,M,120 Rue Victor Hugo,Toulon,83000,0725499357,jacquelineclement@sfr.fr,Régime général,1991-11-01,2019-10-20,1989-09-06,2,web,2012-11-21,2011-06-28,,,,2019-11-08,2,3,3,2,28,34,30,36,6,13,8,14,-999,-999,-999,-999,-999,-999,2.0,20,0,1,0.5,0,0,10,2,0.0,0.5,1.0,1.5,16.0,2213.0,0.2,3.2
11795,Clement,Jacqueline,M,137 Rue de la Paix,Versailles,78000,0613420372,jacquelineclement@sfr.fr,Hors sécu,1972-08-18,2025-01-31,1976-10-27,0,web,,,,,,,4,4,2,3,-999,53,-999,49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,5,0.8,0,0,12,0,0.0,0.5,1.0,1.5,15.3,,,
3193,Dubois,Jacqueline,M,64 Rue de la Paix,Grenoble,38000,0689985118,jacquelinedubois@free.fr,Régime général,1971-02-08,2020-07-19,,1,web,2009-11-19,,,,,2020-04-06,3,2,4,2,49,54,-999,-999,10,16,-999,-999,-999,-999,-999,-999,-999,-999,,39,104,1,0.5,0,0,11,1,0.5,0.5,1.0,1.5,14.5,2063.0,0.2,2.9
2266,Dubois,Jacqueline,Mme,12 Rue République,Marseille,13001,0797127931,jacquelinedubois@gmail.com,Régime agricole,1974-08-08,2022-04-27,1972-11-02,0,web,2020-01-14,,,,,,1,3,2,4,-999,51,-999,53,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,4,0.5,0,0,10,0,0.0,0.5,1.0,1.5,13.0,,,
10109,Dubois,Jacqueline,Mme,171 Rue des Fleurs,Reims,51100,0687604949,jacquelinedubois@hotmail.fr,Régime agricole,1979-07-05,2021-08-05,,0,web,,,,,,,4,3,2,2,-999,46,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,4,0.5,0,0,11,0,0.0,0.5,1.0,1.5,14.0,,,
12224,Dubois,Jacqueline,Mme,120 Rue Nationale,Marseille,13001,0666370645,jacquelinedubois@sfr.fr,Régime agricole,1939-07-28,2019-08-31,,0,web,,,,,,,4,1,2,4,-999,86,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,4,0.5,0,0,11,0,0.0,0.5,1.0,1.5,14.0,,,
2260,Dumont,Jacqueline,Mme,4 Rue Nationale,Le Havre,76600,0627052416,jacquelinedumont99@hotmail.fr,Régime général,1957-01-06,2025-02-10,1959-02-14,0,MH-12M,2024-04-27,2013-01-05,,,,,4,4,2,2,-999,68,-999,66,-999,1,-999,12,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,12,0,0.0,0.5,1.0,1.5,16.0,,,
3068,Durand,Jacqueline,Mme,62 Rue Victor Hugo,Saint-Denis,93200,0606119368,jacquelinedurand@orange.fr,Régime général,1994-02-25,2022-12-31,,0,web,2020-08-12,,,,,,3,4,3,3,-999,31,-999,-999,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,1,12,0,0.0,0.5,1.0,1.5,15.0,,,
11323,Faure,Jacqueline,Mme,124 Rue Victor Hugo,Saint-Étienne,42000,0625853904,jacquelinefaure67@sfr.fr,Alsace-Moselle,1980-06-24,2021-03-11,,0,MH-42,2019-01-19,2001-01-22,2021-09-19,,,,2,2,2,4,-999,45,-999,-999,-999,6,-999,24,-999,4,-999,-999,-999,-999,,0,0,2,0.0,1,0,10,0,0.0,0.5,1.0,1.5,13.5,,,
13039,Faure,Jacqueline,M,23 Rue Victor Hugo,Boulogne-Billancourt,92100,0740851062,jacquelinefaure@laposte.net,Régime général,1955-11-27,2024-01-06,1959-11-22,0,zra-sept,2013-03-07,,,,,,4,4,3,4,-999,70,-999,66,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,1,12,0,0.0,0.5,1.0,1.5,16.0,,,
7414,Faure,Jacqueline,Mme,142 Rue Victor Hugo,Saint-Étienne,42000,0781098982,jacquelinefaure@orange.fr,Régime général,1963-11-24,2024-11-22,1966-01-07,0,web,2024-11-01,,,,,,3,3,3,3,-999,62,-999,59,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,
15656,Fontaine,Jacqueline,M,115 Rue de la Paix,Lille,59000,0646613168,jacquelinefontaine@gmail.com,Régime TNS,1978-01-11,2022-11-07,1981-04-12,0,web,2017-07-27,2008-08-03,,,,,1,2,3,2,-999,47,-999,44,-999,8,-999,17,-999,-999,-999,-999,-999,-999,,0,0,3,1.0,0,0,8,0,0.0,0.5,1.0,1.5,11.5,,,
12014,Fontaine,Jacqueline,Mme,80 Rue Victor Hugo,Le Havre,76600,0601001253,jacquelinefontaine@orange.fr,Alsace-Moselle,1988-04-28,2020-08-27,1983-09-08,0,web,2012-09-26,2012-08-08,,,,,3,3,1,3,-999,37,-999,42,-999,13,-999,13,-999,-999,-999,-999,-999,-999,,0,0,2,0.0,0,0,10,0,0.0,0.5,1.0,1.5,12.5,,,
11356,Fournier,Jacqueline,Mme,146 Rue Nationale,Dijon,21000,0687228060,jacquelinefournier35@laposte.net,Régime général,1986-01-04,2019-11-23,,1,MH-50M-Eric,2014-12-02,,,,,2019-08-11,3,3,2,1,33,39,-999,-999,4,11,-999,-999,-999,-999,-999,-999,-999,-999,,29,104,1,0.5,1,0,9,1,0.0,0.5,1.0,1.5,13.0,2302.0,0.2,2.6
14376,Fournier,Jacqueline,Mme,148 Rue République,Strasbourg,67000,0602057156,jacquelinefournier54@hotmail.fr,Régime général,1984-06-01,2019-11-11,,0,web,2014-06-22,,,,,,2,4,4,2,-999,41,-999,-999,-999,11,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,
12676,Fournier,Jacqueline,M,66 Rue Victor Hugo,Paris,75001,0686055383,jacquelinefournier@gmail.com,Régime général,1986-03-20,2019-10-31,1982-02-22,0,web,2017-10-12,,,,,,3,2,2,4,-999,39,-999,43,-999,8,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,1,11,0,0.0,0.5,1.0,1.5,14.0,,,
16044,Fournier,Jacqueline,M,66 Rue Victor Hugo,Paris,75001,0686055383,jacquelinefournier@gmail.com,Régime général,1986-03-20,2019-10-31,1982-02-22,0,web,2017-10-12,,,,,,3,2,2,4,-999,39,-999,43,-999,8,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,1,11,0,0.0,0.5,1.0,1.5,14.0,,,
6636,Fournier,Jacqueline,M,53 Rue Victor Hugo,Le Havre,76600,0761975540,jacquelinefournier@yahoo.fr,Régime général,2002-06-08,2022-07-23,,0,MH-12M,,,,,,,3,4,2,1,-999,23,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,10,0,0.0,0.5,1.0,1.5,14.0,,,
4059,François,Jacqueline,M,42 Rue Victor Hugo,Marseille,13001,0661941737,jacquelinefrançois@gmail.com,Régime général,1958-02-17,2024-07-02,,0,web,2019-11-09,2019-01-28,2014-02-06,,,,4,4,2,4,-999,67,-999,-999,-999,6,-999,6,-999,11,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,
8328,Garcia,Jacqueline,Mme,144 Rue Victor Hugo,Marseille,13001,0723457632,jacquelinegarcia25@yahoo.fr,Régime général,1952-07-06,2024-11-15,,0,couple30_54_Vital,2012-09-24,2011-08-02,,,,,2,3,4,2,-999,73,-999,-999,-999,13,-999,14,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,11,0,0.0,0.5,1.0,1.5,15.0,,,
3823,Garcia,Jacqueline,M,100 Rue République,Toulon,83000,0748063446,jacquelinegarcia38@gmail.com,Régime général,1952-03-02,2020-07-13,,0,web,2004-03-06,,,,,,4,4,3,3,-999,73,-999,-999,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,
5279,Garnier,Jacqueline,M,130 Rue des Fleurs,Dijon,21000,0679641920,jacquelinegarnier95@orange.fr,Régime général,1964-01-24,2021-09-02,1969-02-05,0,web,,,,,,,3,4,4,3,-999,61,-999,56,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,
10454,Garnier,Jacqueline,Mme,50 Rue Victor Hugo,Marseille,13001,0629317464,jacquelinegarnier@gmail.com,Régime général,1941-03-26,2019-03-12,1945-05-15,0,web,,,,,,,4,4,4,3,-999,84,-999,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,
6926,Garnier,Jacqueline,M,124 Rue de la Paix,Paris,75001,0660644126,jacquelinegarnier@hotmail.fr,Régime général,2000-11-20,2020-07-03,,0,couple30_54_Vital,,,,,,,3,2,3,4,-999,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,1,12,0,0.0,0.5,1.0,1.5,16.0,,,
5345,Garnier,Jacqueline,M,49 Rue Victor Hugo,Saint-Étienne,42000,0645338550,jacquelinegarnier@orange.fr,Régime général,1982-12-15,2023-09-05,1985-05-08,1,web,2023-01-05,,,,,2023-03-08,2,4,4,2,40,42,37,40,0,2,-999,-999,-999,-999,-999,-999,-999,-999,3.0,0,181,1,0.5,0,0,12,1,0.5,0.5,1.0,1.5,16.5,997.0,0.2,3.3
4341,Gauthier,Jacqueline,Mme,35 Rue Victor Hugo,Paris,75001,0783852635,jacquelinegauthier56@yahoo.fr,Régime général,1971-02-09,2025-03-16,,0,Celibataire_45_Eric,,,,,,,4,2,2,2,-999,54,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,1,10,0,0.0,0.5,1.0,1.5,14.0,,,
2122,Gauthier,Jacqueline,Mme,148 Rue République,Dijon,21000,0685261068,jacquelinegauthier@free.fr,Régime général,1954-07-13,2024-04-18,,0,web,2010-01-06,2014-01-15,2001-07-14,,,,4,4,4,2,-999,71,-999,-999,-999,15,-999,11,-999,24,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,
11524,Gauthier,Jacqueline,Mme,131 Rue des Fleurs,Montreuil,93100,0657280075,jacquelinegauthier@sfr.fr,Régime général,1971-08-22,2023-05-08,1971-05-17,0,fb-mutuelle-senior-mars-1,2008-09-07,1998-11-04,,,,,2,4,4,3,-999,54,-999,54,-999,17,-999,27,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,1,12,0,0.0,0.5,1.0,1.5,16.0,,,
11424,Girard,Jacqueline,Mme,172 Rue République,Lyon,69001,0650499767,jacquelinegirard@free.fr,Régime général,1943-09-01,2020-01-03,1948-02-11,3,MH-42,2018-12-05,2001-02-25,2004-05-01,,,2020-01-01,2,3,4,3,76,82,71,77,1,6,18,24,15,21,-999,-999,-999,-999,5.0,58,2,1,0.5,1,0,12,2,1.5,0.5,1.0,1.5,20.5,2159.0,0.2,4.1
15811,Girard,Jacqueline,Mme,20 Rue de la Paix,Strasbourg,67000,0679748415,jacquelinegirard@hotmail.fr,Régime général,1980-12-08,2023-09-10,1984-11-03,2,web,2006-11-27,2002-10-23,,,,2023-04-08,1,2,2,1,42,45,38,41,16,19,20,23,-999,-999,-999,-999,-999,-999,4.0,22,155,1,0.5,0,0,6,2,0.5,0.5,1.0,1.5,11.5,966.0,0.2,2.3
5783,Girard,Jacqueline,M,67 Rue République,Villeurbanne,69100,0678200715,jacquelinegirard@yahoo.fr,Régime TNS,1959-06-08,2019-12-10,1961-04-04,2,Celibataire_178_Vital,2004-11-05,2008-06-27,,,,2019-06-10,4,3,4,1,60,66,58,64,14,21,10,17,-999,-999,-999,-999,-999,-999,2.0,46,183,3,1.0,1,0,12,2,1.0,0.5,1.0,1.5,19.5,2364.0,0.2,3.9
12649,Guerin,Jacqueline,Mme,175 Rue Victor Hugo,Saint-Denis,93200,0728314995,jacquelineguerin81@hotmail.fr,Régime général,2003-09-01,2025-03-20,,0,couple30_54_Eric,,,,,,,2,1,4,2,-999,22,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,1,9,0,0.0,0.5,1.0,1.5,13.0,,,
11915,Guerin,Jacqueline,Mme,34 Rue de la Paix,Nice,06000,0772924821,jacquelineguerin@free.fr,Alsace-Moselle,1977-05-04,2019-05-02,,0,web,1998-06-06,,,,,,2,2,3,3,-999,48,-999,-999,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,2,0.0,0,0,10,0,0.0,0.5,1.0,1.5,12.5,,,
8552,Guerin,Jacqueline,Mme,92 Rue des Fleurs,Rennes,35000,0686043041,jacquelineguerin@sfr.fr,Régime agricole,1985-08-22,2023-03-19,1988-09-13,2,web,2018-01-17,2007-01-03,,,,2023-10-03,4,1,2,1,38,40,35,37,5,7,16,18,-999,-999,-999,-999,-999,-999,3.0,22,0,4,0.5,0,0,8,2,0.5,0.5,1.0,1.5,14.5,788.0,0.2,2.9
3562,Henry,Jacqueline,M,68 Rue des Fleurs,Boulogne-Billancourt,92100,0770973893,jacquelinehenry12@sfr.fr,Régime général,1989-06-13,2020-12-13,1989-06-19,1,web,2019-07-11,,,,,2020-04-11,3,3,2,2,30,36,30,36,0,6,-999,-999,-999,-999,-999,-999,-999,-999,0.0,0,246,1,0.5,0,1,10,1,0.0,0.5,1.0,1.5,14.0,2058.0,0.2,2.8
3431,Henry,Jacqueline,Mme,15 Rue République,Grenoble,38000,0620611217,jacquelinehenry28@gmail.com,Régime TNS,1980-07-10,2021-12-05,,2,web,2017-08-07,2015-03-27,,,,2021-03-10,3,4,2,2,40,45,-999,-999,3,8,5,10,-999,-999,-999,-999,-999,-999,,35,270,3,1.0,0,0,11,2,0.5,0.5,1.0,1.5,16.0,1725.0,0.2,3.2
10209,Henry,Jacqueline,Mme,148 Rue de la Paix,Montpellier,34000,0766250878,jacquelinehenry73@sfr.fr,Régime général,1949-10-24,2022-03-16,1945-01-16,0,web,,,,,,,3,2,4,4,-999,76,-999,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,
10902,Lambert,Jacqueline,Mme,92 Rue Nationale,Versailles,78000,0610903141,jacquelinelambert@free.fr,Régime général,1978-04-03,2022-09-29,,3,web,2014-04-14,2002-03-28,2003-01-03,,,2022-09-07,4,4,2,2,44,47,-999,-999,8,11,20,23,19,22,-999,-999,-999,-999,,24,22,1,0.5,0,0,12,2,0.5,0.5,1.0,1.5,17.5,1179.0,0.2,3.5
5832,Lambert,Jacqueline,M,163 Rue Nationale,Paris,75001,0644880270,jacquelinelambert@free.fr,Régime général,1976-08-26,2024-07-19,,0,web,2016-07-16,2009-08-28,,,,,1,4,3,3,-999,49,-999,-999,-999,9,-999,16,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,1,11,0,0.0,0.5,1.0,1.5,14.0,,,
525,Lambert,Jacqueline,Mme,122 Rue Nationale,Angers,49000,0725859177,jacquelinelambert@hotmail.fr,Régime général,1974-03-28,2020-05-29,,0,web,,,,,,2020-05-04,1,3,2,3,46,51,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,25,1,0.5,0,0,9,0,0.5,0.5,1.0,1.5,12.5,2035.0,0.2,2.5
2877,Lambert,Jacqueline,M,36 Rue Victor Hugo,Marseille,13001,0617781621,jacquelinelambert@orange.fr,Régime général,1972-08-18,2019-10-01,,0,web,2014-12-17,2001-04-08,2015-04-09,,,,2,2,2,4,-999,53,-999,-999,-999,10,-999,24,-999,10,-999,-999,-999,-999,,0,0,1,0.5,0,0,10,0,0.0,0.5,1.0,1.5,13.0,,,
7096,Lambert,Jacqueline,M,57 Rue de la Paix,Lille,59000,0658158562,jacquelinelambert@orange.fr,Régime général,1995-01-10,2021-10-06,1997-09-01,0,ORANGE_01_09,,,,,,,1,2,4,4,-999,30,-999,28,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,1,0,11,0,0.0,0.5,1.0,1.5,15.0,,,
6886,Laurent,Jacqueline,Mme,10 Rue Nationale,Villeurbanne,69100,0752061755,jacquelinelaurent62@gmail.com,Régime général,1962-02-09,2020-05-28,,0,web,,,,,,,4,4,3,2,-999,63,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,,0,0,1,0.5,0,0,12,0,0.0,0.5,1.0,1.5,15.0,,,
